=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.13 22:39:46 =~=~=~=~=~=~=~=~=~=~=~=
No Detection!
5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.708173

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 0.991442

3 , -6.043073

4 , -6.043073

5 , -4.768363

6 , 2.832690

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.227499

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.012978

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.794037

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.077307

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.708173

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.626728

6 , 2.313364

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.708173

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.708173

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -3.965767

6 , 0.141635

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.626728

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 2.738267

3 , -6.043073

4 , -6.043073

5 , -3.965767

6 , 0.047212

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.377692

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 1.841249

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.124518

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.369134

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.236058

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 2.691056

3 , -6.043073

4 , -6.043073

5 , -3.824132

6 , 0.000000

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -3.965767

6 , 0.188846

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.343459

6 , 2.124518

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 2.785479

3 , -6.043073

4 , -6.043073

5 , -3.965767

6 , 0.141635

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.510768

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.060190

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 2.974325

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.107401

6 , 0.330481

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.454998

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.369134

3 , -6.043073

4 , -6.043073

5 , -4.721151

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.274711

3 , -6.043073

4 , -6.043073

5 , -4.673939

6 , 2.832690

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.605191

2 , 2.738267

3 , -6.043073

4 , -6.043073

5 , -3.871344

6 , 0.047212

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.802596

2 , 2.549422

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.755384

7 , -6.043073

8 , -5.995862

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.557980

2 , 0.991442

3 , -6.043073

4 , -6.043073

5 , -4.768363

6 , 2.832690

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.879902

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.369134

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.643845

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.794037

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.171729

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 3.021537

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.283269

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.510768

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.390670

6 , 2.218941

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.935672

2 , 1.605191

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 2.454998

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.369134

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.755384

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.249036

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.510768

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.849807

2 , 2.738267

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.699614

2 , 1.652403

3 , -6.043073

4 , -6.043073

5 , -4.437882

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.652403

2 , 1.746826

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.416345

2 , 1.557980

3 , -6.043073

4 , -6.043073

5 , -4.532305

6 , 2.596633

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.180288

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.463557

2 , 1.794037

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.266152

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.038653

2 , 2.927114

3 , -6.043073

4 , -6.043073

5 , -4.296247

6 , 0.566538

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.321922

2 , 1.699614

3 , -6.043073

4 , -6.043073

5 , -4.579516

6 , 2.502210

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.133076

2 , 2.832690

3 , -6.043073

4 , -6.043073

5 , -4.201824

6 , 0.613750

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 1.746826

2 , 1.416345

3 , -6.043073

4 , -6.043073

5 , -4.485094

6 , 2.691056

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 6 


Inference time: 0.7 ms
x: 8.000000
y: 8.000000
0 , -6.043073

1 , 0.944230

2 , 2.974325

3 , -6.043073

4 , -6.043073

5 , -4.154613

6 , 0.377692

7 , -6.043073

8 , -6.043073

9 , -6.043073

Prediction is 2 


